regulator;gene_name;direction;evidence;regulator_gene
Gcn4p;KAP120;+;Doc;GCN4
Ste12p;KAP120;+;Doc;STE12
Abf1p;KAP120;+;Doc;ABF1
Rsf2p;KAP120;+;Doc;RSF2
Gat1p;KAP120;+;Doc;GAT1
Bas1p;SPC29;+;Doc;BAS1
Pdr3p;SPC29;+;Doc;PDR3
Rpn4p;SPC29;+;Doc;RPN4
Yap1p;SPC29;+;Doc;YAP1
Met28p;SPC29;+;Doc;MET28
Met32p;SPC29;+;Doc;MET32
Msn2p;SPC29;+;Doc;MSN2
Mss11p;SPC29;+;Doc;MSS11
Rph1p;SPC29;+;Doc;RPH1
Hms1p;SPC29;+;Doc;HMS1
Mot3p;SPC29;+;Doc;MOT3
Swi4p;SPC29;+;Doc;SWI4
Stp1p;SPC29;+;Doc;STP1
Arr1p;SPC29;+;Doc;ARR1
Ste12p;SPC29;+;Doc;STE12
Yhp1p;SPC29;+;Doc;YHP1
Dig1p;SPC29;+;Doc;DIG1
Gis1p;SPC29;+;Doc;GIS1
Hap4p;RNY1;+;Doc;HAP4
Pdr3p;RNY1;+;Doc;PDR3
Rpn4p;RNY1;+;Doc;RPN4
Pdr1p;RNY1;+;Doc;PDR1
Yap1p;RNY1;+;Doc;YAP1
Met32p;RNY1;+;Doc;MET32
Msn2p;RNY1;+;Doc;MSN2
Met31p;RNY1;+;Doc;MET31
Put3p;RNY1;+;Doc;PUT3
Aft1p;RNY1;+;Doc;AFT1
Ino2p;RNY1;+;Doc;INO2
Ixr1p;RNY1;+;Doc;IXR1
Gcn4p;RNY1;+;Doc;GCN4
Rlm1p;RNY1;+;Doc;RLM1
Msn4p;RNY1;+;Doc;MSN4
Hsf1p;RNY1;+;Doc;HSF1
Rsf2p;RNY1;+;Doc;RSF2
Gat1p;RNY1;+;Doc;GAT1
Yhp1p;RNY1;+;Doc;YHP1
Fhl1p;RNY1;+;Doc;FHL1
Met4p;RNY1;+;Doc;MET4
Gis1p;RNY1;+;Doc;GIS1
Bas1p;TFB2;+;Doc;BAS1
Rpn4p;TFB2;+;Doc;RPN4
Pdr1p;TFB2;+;Doc;PDR1
Yap1p;TFB2;+;Doc;YAP1
Met28p;TFB2;+;Doc;MET28
Met32p;TFB2;+;Doc;MET32
Aft2p;TFB2;+;Doc;AFT2
Msn2p;TFB2;+;Doc;MSN2
Mss11p;TFB2;+;Doc;MSS11
Rim101p;TFB2;+;Doc;RIM101
Rph1p;TFB2;+;Doc;RPH1
Cbf1p;TFB2;+;Doc;CBF1
Fkh1p;TFB2;+;Doc;FKH1
Ixr1p;TFB2;+;Doc;IXR1
Rfx1p;TFB2;+;Doc;RFX1
Haa1p;TFB2;+;Doc;HAA1
Mal33p;TFB2;+;Doc;MAL33
Uga3p;TFB2;+;Doc;UGA3
Asg1p;TFB2;+;Doc;ASG1
Gcn4p;TFB2;+;Doc;GCN4
Swi4p;TFB2;+;Doc;SWI4
Fkh2p;TFB2;+;Doc;FKH2
Mth1p;TFB2;+;Doc;MTH1
Rdr1p;TFB2;+;Doc;RDR1
Sip4p;TFB2;+;Doc;SIP4
Arg80p;TFB2;+;Doc;ARG80
Cup2p;TFB2;+;Doc;CUP2
Mga2p;TFB2;+;Doc;MGA2
Pho2p;TFB2;+;Doc;PHO2
Spt2p;TFB2;+;Doc;SPT2
Eds1p;TFB2;+;Doc;EDS1
Tda9p;TFB2;+;Doc;TDA9
Gat3p;TFB2;+;Doc;GAT3
Ste12p;TFB2;+;Doc;STE12
Rsf2p;TFB2;+;Doc;RSF2
YLR278C;TFB2;+;Doc;YLR278
Hcm1p;TFB2;+;Doc;HCM1
Mac1p;TFB2;+;Doc;MAC1
Sko1p;TFB2;+;Doc;SKO1
Dig1p;TFB2;+;Doc;DIG1
Fzf1p;TFB2;+;Doc;FZF1
Urc2p;TFB2;+;Doc;URC2
Met32p;MEI5;+;Doc;MET32
Tec1p;MEI5;+;Doc;TEC1
Yap5p;MEI5;+;Doc;YAP5
Gcn4p;MEI5;+;Doc;GCN4
Rsf2p;MEI5;+;Doc;RSF2
Yhp1p;MEI5;+;Doc;YHP1
Kar4p;MEI5;+;Doc;KAR4
Ume6p;MEI5;+;Doc;UME6
Pdr3p;VPS30;+;Doc;PDR3
Rpn4p;VPS30;+;Doc;RPN4
Pdr1p;VPS30;+;Doc;PDR1
Yap1p;VPS30;+;Doc;YAP1
Met28p;VPS30;+;Doc;MET28
Met32p;VPS30;+;Doc;MET32
Aft2p;VPS30;+;Doc;AFT2
Ecm22p;VPS30;+;Doc;ECM22
Msn2p;VPS30;+;Doc;MSN2
Rim101p;VPS30;+;Doc;RIM101
Ino2p;VPS30;+;Doc;INO2
Ixr1p;VPS30;+;Doc;IXR1
Rfx1p;VPS30;+;Doc;RFX1
Mal33p;VPS30;+;Doc;MAL33
Asg1p;VPS30;+;Doc;ASG1
Gcn4p;VPS30;+;Doc;GCN4
Fkh2p;VPS30;+;Doc;FKH2
Stp1p;VPS30;+;Doc;STP1
Fzf1p;VPS30;+;Doc;FZF1
Bas1p;IDI1;+;Doc;BAS1
Pdr3p;IDI1;+;Doc;PDR3
Yap1p;IDI1;+;Doc;YAP1
Met28p;IDI1;+;Doc;MET28
Met32p;IDI1;+;Doc;MET32
Ecm22p;IDI1;+;Doc;ECM22
Mss11p;IDI1;+;Doc;MSS11
Rim101p;IDI1;+;Doc;RIM101
Cbf1p;IDI1;+;Doc;CBF1
Cst6p;IDI1;+;Doc;CST6
Tup1p;IDI1;+;Doc;TUP1
Aft1p;IDI1;+;Doc;AFT1
Gcr1p;IDI1;+;Doc;GCR1
Rtg3p;IDI1;+;Doc;RTG3
Uga3p;IDI1;+;Doc;UGA3
Hfi1p;IDI1;+;Doc;HFI1
Mth1p;IDI1;+;Doc;MTH1
Spt10p;IDI1;+;Doc;SPT10
Stp2p;IDI1;+;Doc;STP2
Mga1p;IDI1;+;Doc;MGA1
Mga2p;IDI1;+;Doc;MGA2
Spt2p;IDI1;+;Doc;SPT2
Sok2p;IDI1;+;Doc;SOK2
Hsf1p;IDI1;+;Doc;HSF1
Pho4p;IDI1;+;Doc;PHO4
Sut1p;IDI1;+;Doc;SUT1
YLR278C;IDI1;+;Doc;YLR278
Upc2p;IDI1;+;Doc;UPC2
Sko1p;IDI1;+;Doc;SKO1
Dig1p;IDI1;+;Doc;DIG1
Urc2p;IDI1;+;Doc;URC2
Hap1p;IDI1;+;Doc;HAP1
Pdr3p;HOS3;+;Doc;PDR3
Rpn4p;HOS3;+;Doc;RPN4
Pdr1p;HOS3;+;Doc;PDR1
Yap1p;HOS3;+;Doc;YAP1
Met32p;HOS3;+;Doc;MET32
Cbf1p;HOS3;+;Doc;CBF1
Met31p;HOS3;+;Doc;MET31
Cst6p;HOS3;+;Doc;CST6
Tup1p;HOS3;+;Doc;TUP1
Cup9p;HOS3;+;Doc;CUP9
Pip2p;HOS3;+;Doc;PIP2
Tec1p;HOS3;+;Doc;TEC1
Mal33p;HOS3;+;Doc;MAL33
Gcn4p;HOS3;+;Doc;GCN4
Hap5p;HOS3;+;Doc;HAP5
Ste12p;HOS3;+;Doc;STE12
Sdd4p;HOS3;+;Doc;SDD4
Bas1p;BEM3;+;Doc;BAS1
Rpn4p;BEM3;+;Doc;RPN4
Pdr1p;BEM3;+;Doc;PDR1
Yap1p;BEM3;+;Doc;YAP1
Met32p;BEM3;+;Doc;MET32
Tup1p;BEM3;+;Doc;TUP1
Haa1p;BEM3;+;Doc;HAA1
Hap2p;BEM3;+;Doc;HAP2
Snf2p;BEM3;+;Doc;SNF2
Bas1p;PEX25;+;Doc;BAS1
Gcr2p;PEX25;+;Doc;GCR2
Rpn4p;PEX25;+;Doc;RPN4
Pdr1p;PEX25;+;Doc;PDR1
Met28p;PEX25;+;Doc;MET28
Met32p;PEX25;+;Doc;MET32
Mss11p;PEX25;+;Doc;MSS11
Rim101p;PEX25;+;Doc;RIM101
Cbf1p;PEX25;+;Doc;CBF1
Fkh1p;PEX25;+;Doc;FKH1
Rfx1p;PEX25;+;Doc;RFX1
Gcr1p;PEX25;+;Doc;GCR1
Haa1p;PEX25;+;Doc;HAA1
Swi4p;PEX25;+;Doc;SWI4
Yrr1p;PEX25;+;Doc;YRR1
Mth1p;PEX25;+;Doc;MTH1
Rdr1p;PEX25;+;Doc;RDR1
Spt10p;PEX25;+;Doc;SPT10
Arg80p;PEX25;+;Doc;ARG80
Oaf1p;PEX25;+;Doc;OAF1
Pho2p;PEX25;+;Doc;PHO2
Sok2p;PEX25;+;Doc;SOK2
Gat1p;PEX25;+;Doc;GAT1
YLR278C;PEX25;+;Doc;YLR278
Urc2p;PEX25;+;Doc;URC2
YPR196W;PEX25;+;Doc;YPR196
Com2p;PEX25;+;Doc;COM2
Tog1p;PEX25;+;Doc;TOG1
Pdr3p;CAR1;+;Doc;PDR3
Rpn4p;CAR1;+;Doc;RPN4
Pdr1p;CAR1;+;Doc;PDR1
Yap1p;CAR1;+;Doc;YAP1
Met28p;CAR1;+;Doc;MET28
Met32p;CAR1;+;Doc;MET32
Mss11p;CAR1;+;Doc;MSS11
Cbf1p;CAR1;+;Doc;CBF1
Tup1p;CAR1;+;Doc;TUP1
Tec1p;CAR1;+;Doc;TEC1
Gcr1p;CAR1;+;Doc;GCR1
Gcn4p;CAR1;+;Doc;GCN4
Yrr1p;CAR1;+;Doc;YRR1
Sfp1p;CAR1;+;Doc;SFP1
Arg80p;CAR1;+;Doc;ARG80
Hsf1p;CAR1;+;Doc;HSF1
Mcm1p;CAR1;+;Doc;MCM1
Rap1p;CAR1;+;Doc;RAP1
Abf1p;CAR1;+;Doc;ABF1
Gat1p;CAR1;+;Doc;GAT1
Yhp1p;CAR1;+;Doc;YHP1
Gln3p;CAR1;+;Doc;GLN3
Reb1p;CAR1;+;Doc;REB1
Ume6p;CAR1;+;Doc;UME6
Arg81p;CAR1;+;Doc;ARG81
Pdr3p;GDE1;+;Doc;PDR3
Rpn4p;GDE1;+;Doc;RPN4
Pdr1p;GDE1;+;Doc;PDR1
Yap1p;GDE1;+;Doc;YAP1
Met32p;GDE1;+;Doc;MET32
Msn2p;GDE1;+;Doc;MSN2
Cst6p;GDE1;+;Doc;CST6
Put3p;GDE1;+;Doc;PUT3
Ino2p;GDE1;+;Doc;INO2
Tec1p;GDE1;+;Doc;TEC1
Gcn4p;GDE1;+;Doc;GCN4
Rlm1p;GDE1;+;Doc;RLM1
Msn4p;GDE1;+;Doc;MSN4
Yrr1p;GDE1;+;Doc;YRR1
Cup2p;GDE1;+;Doc;CUP2
Ste12p;GDE1;+;Doc;STE12
Hsf1p;GDE1;+;Doc;HSF1
Pho4p;GDE1;+;Doc;PHO4
Yhp1p;GDE1;+;Doc;YHP1
Hac1p;GDE1;+;Doc;HAC1
Ino4p;GDE1;+;Doc;INO4
Met4p;GDE1;+;Doc;MET4
Pdr3p;SSE1;+;Doc;PDR3
Rpn4p;SSE1;+;Doc;RPN4
Pdr1p;SSE1;+;Doc;PDR1
Yap1p;SSE1;+;Doc;YAP1
Met28p;SSE1;+;Doc;MET28
Met32p;SSE1;+;Doc;MET32
Ecm22p;SSE1;+;Doc;ECM22
Met31p;SSE1;+;Doc;MET31
Cst6p;SSE1;+;Doc;CST6
Tup1p;SSE1;+;Doc;TUP1
Gal4p;SSE1;+;Doc;GAL4
Hms1p;SSE1;+;Doc;HMS1
Aft1p;SSE1;+;Doc;AFT1
Rfx1p;SSE1;+;Doc;RFX1
Adr1p;SSE1;+;Doc;ADR1
Hap2p;SSE1;+;Doc;HAP2
Mal33p;SSE1;+;Doc;MAL33
Mot3p;SSE1;+;Doc;MOT3
Gcn4p;SSE1;+;Doc;GCN4
Skn7p;SSE1;+;Doc;SKN7
Rme1p;SSE1;+;Doc;RME1
Mga1p;SSE1;+;Doc;MGA1
Xbp1p;SSE1;+;Doc;XBP1
Hsf1p;SSE1;+;Doc;HSF1
Abf1p;SSE1;+;Doc;ABF1
Gzf3p;SSE1;+;Doc;GZF3
Yhp1p;SSE1;+;Doc;YHP1
Snf2p;SSE1;+;Doc;SNF2
Ume6p;SSE1;+;Doc;UME6
Azf1p;SSE1;+;Doc;AZF1
Rox1p;SSE1;+;Doc;ROX1
Yox1p;SSE1;+;Doc;YOX1
Rof1p;SSE1;+;Doc;ROF1
Rsc30p;SSE1;+;Doc;RSC30
Pdr3p;SYH1;+;Doc;PDR3
Pdr1p;SYH1;+;Doc;PDR1
Yap1p;SYH1;+;Doc;YAP1
Met32p;SYH1;+;Doc;MET32
Met31p;SYH1;+;Doc;MET31
Tup1p;SYH1;+;Doc;TUP1
Haa1p;SYH1;+;Doc;HAA1
Hap2p;SYH1;+;Doc;HAP2
Swi4p;SYH1;+;Doc;SWI4
Spt10p;SYH1;+;Doc;SPT10
Cup2p;SYH1;+;Doc;CUP2
Mga2p;SYH1;+;Doc;MGA2
Snf2p;SYH1;+;Doc;SNF2
Pdr3p;MSD1;+;Doc;PDR3
Rpn4p;MSD1;+;Doc;RPN4
Pdr1p;MSD1;+;Doc;PDR1
Met28p;MSD1;+;Doc;MET28
Met32p;MSD1;+;Doc;MET32
Met31p;MSD1;+;Doc;MET31
Ino2p;MSD1;+;Doc;INO2
Hap2p;MSD1;+;Doc;HAP2
Ino4p;MSD1;+;Doc;INO4
Pdr3p;FMP30;+;Doc;PDR3
Rpn4p;FMP30;+;Doc;RPN4
Pdr1p;FMP30;+;Doc;PDR1
Yap1p;FMP30;+;Doc;YAP1
Met32p;FMP30;+;Doc;MET32
Swi6p;FMP30;+;Doc;SWI6
Cbf1p;FMP30;+;Doc;CBF1
Met31p;FMP30;+;Doc;MET31
Ixr1p;FMP30;+;Doc;IXR1
Tec1p;FMP30;+;Doc;TEC1
Pdr3p;ELP4;+;Doc;PDR3
Rpn4p;ELP4;+;Doc;RPN4
Pdr1p;ELP4;+;Doc;PDR1
Yap1p;ELP4;+;Doc;YAP1
Met28p;ELP4;+;Doc;MET28
Met32p;ELP4;+;Doc;MET32
Cbf1p;ELP4;+;Doc;CBF1
Spt3p;ELP4;+;Doc;SPT3
Gcn4p;ELP4;+;Doc;GCN4
Mth1p;ELP4;+;Doc;MTH1
Hcm1p;ELP4;+;Doc;HCM1
Rpn4p;ATG21;+;Doc;RPN4
Pdr1p;ATG21;+;Doc;PDR1
Met28p;ATG21;+;Doc;MET28
Met32p;ATG21;+;Doc;MET32
Met31p;ATG21;+;Doc;MET31
Gcn4p;ATG21;+;Doc;GCN4
Gis1p;ATG21;+;Doc;GIS1
Pdr3p;RTC1;+;Doc;PDR3
Rpn4p;RTC1;+;Doc;RPN4
Pdr1p;RTC1;+;Doc;PDR1
Yap1p;RTC1;+;Doc;YAP1
Met32p;RTC1;+;Doc;MET32
Cbf1p;RTC1;+;Doc;CBF1
Met31p;RTC1;+;Doc;MET31
Ixr1p;RTC1;+;Doc;IXR1
Rfx1p;RTC1;+;Doc;RFX1
Tec1p;RTC1;+;Doc;TEC1
Ste12p;RTC1;+;Doc;STE12
Rsf2p;RTC1;+;Doc;RSF2
Rgm1p;RTC1;+;Doc;RGM1
Pdr3p;PFK27;+;Doc;PDR3
Rpn4p;PFK27;+;Doc;RPN4
Pdr1p;PFK27;+;Doc;PDR1
Yap1p;PFK27;+;Doc;YAP1
Met32p;PFK27;+;Doc;MET32
Ecm22p;PFK27;+;Doc;ECM22
Msn2p;PFK27;+;Doc;MSN2
Cbf1p;PFK27;+;Doc;CBF1
Gal4p;PFK27;+;Doc;GAL4
Hms1p;PFK27;+;Doc;HMS1
Pip2p;PFK27;+;Doc;PIP2
Spt3p;PFK27;+;Doc;SPT3
Stb5p;PFK27;+;Doc;STB5
Yap7p;PFK27;+;Doc;YAP7
Aft1p;PFK27;+;Doc;AFT1
Rfx1p;PFK27;+;Doc;RFX1
Haa1p;PFK27;+;Doc;HAA1
Asg1p;PFK27;+;Doc;ASG1
Hfi1p;PFK27;+;Doc;HFI1
Gcn4p;PFK27;+;Doc;GCN4
Msn4p;PFK27;+;Doc;MSN4
Yrr1p;PFK27;+;Doc;YRR1
Sfp1p;PFK27;+;Doc;SFP1
Mga2p;PFK27;+;Doc;MGA2
Hap5p;PFK27;+;Doc;HAP5
Rap1p;PFK27;+;Doc;RAP1
War1p;PFK27;+;Doc;WAR1
Rsf2p;PFK27;+;Doc;RSF2
Gat1p;PFK27;+;Doc;GAT1
Sum1p;PFK27;+;Doc;SUM1
Snf2p;PFK27;+;Doc;SNF2
Cin5p;PFK27;+;Doc;CIN5
Sub1p;PFK27;+;Doc;SUB1
Rpn4p;MED7;+;Doc;RPN4
Met28p;MED7;+;Doc;MET28
Met32p;MED7;+;Doc;MET32
Flo8p;MED7;+;Doc;FLO8
Met31p;MED7;+;Doc;MET31
Gcn4p;MED7;+;Doc;GCN4
Bas1p;HRT1;+;Doc;BAS1
Pdr1p;HRT1;+;Doc;PDR1
Yap1p;HRT1;+;Doc;YAP1
Met28p;HRT1;+;Doc;MET28
Met32p;HRT1;+;Doc;MET32
Cbf1p;HRT1;+;Doc;CBF1
Hac1p;HRT1;+;Doc;HAC1
YLR278C;HRT1;+;Doc;YLR278
Dig1p;HRT1;+;Doc;DIG1
Met32p;GAS4;+;Doc;MET32
Cbf1p;GAS4;+;Doc;CBF1
Met31p;GAS4;+;Doc;MET31
Tec1p;GAS4;+;Doc;TEC1
Gcn4p;GAS4;+;Doc;GCN4
Ste12p;GAS4;+;Doc;STE12
Hac1p;GAS4;+;Doc;HAC1
Kar4p;GAS4;+;Doc;KAR4
Ume6p;GAS4;+;Doc;UME6
Fhl1p;GAS4;+;Doc;FHL1
Pdr3p;ALR1;+;Doc;PDR3
Rpn4p;ALR1;+;Doc;RPN4
Yap1p;ALR1;+;Doc;YAP1
Met32p;ALR1;+;Doc;MET32
Cbf1p;ALR1;+;Doc;CBF1
Tup1p;ALR1;+;Doc;TUP1
Gal4p;ALR1;+;Doc;GAL4
Spt3p;ALR1;+;Doc;SPT3
Crz1p;ALR1;+;Doc;CRZ1
Haa1p;ALR1;+;Doc;HAA1
Hap2p;ALR1;+;Doc;HAP2
Hfi1p;ALR1;+;Doc;HFI1
Gcn4p;ALR1;+;Doc;GCN4
Spt10p;ALR1;+;Doc;SPT10
Rap1p;ALR1;+;Doc;RAP1
Abf1p;ALR1;+;Doc;ABF1
Snf2p;ALR1;+;Doc;SNF2
Pdr3p;MGR2;+;Doc;PDR3
Rpn4p;MGR2;+;Doc;RPN4
Pdr1p;MGR2;+;Doc;PDR1
Yap1p;MGR2;+;Doc;YAP1
Met32p;MGR2;+;Doc;MET32
Cbf1p;MGR2;+;Doc;CBF1
Cst6p;MGR2;+;Doc;CST6
Gcr1p;MGR2;+;Doc;GCR1
Leu3p;MGR2;+;Doc;LEU3
Gcn4p;MGR2;+;Doc;GCN4
Spt10p;MGR2;+;Doc;SPT10
Pdr3p;MSY1;+;Doc;PDR3
Rpn4p;MSY1;+;Doc;RPN4
Pdr1p;MSY1;+;Doc;PDR1
Yap1p;MSY1;+;Doc;YAP1
Met28p;MSY1;+;Doc;MET28
Met32p;MSY1;+;Doc;MET32
Msn2p;MSY1;+;Doc;MSN2
Cbf1p;MSY1;+;Doc;CBF1
Msn4p;MSY1;+;Doc;MSN4
Yhp1p;MSY1;+;Doc;YHP1
Ume6p;MSY1;+;Doc;UME6
Rpn4p;PNG1;+;Doc;RPN4
Pdr1p;PNG1;+;Doc;PDR1
Yap1p;PNG1;+;Doc;YAP1
Met28p;PNG1;+;Doc;MET28
Met32p;PNG1;+;Doc;MET32
Cst6p;PNG1;+;Doc;CST6
Gcn4p;PNG1;+;Doc;GCN4
Ste12p;PNG1;+;Doc;STE12
Met4p;PNG1;+;Doc;MET4
Pdr3p;SEC62;+;Doc;PDR3
Rpn4p;SEC62;+;Doc;RPN4
Pdr1p;SEC62;+;Doc;PDR1
Yap1p;SEC62;+;Doc;YAP1
Met28p;SEC62;+;Doc;MET28
Met32p;SEC62;+;Doc;MET32
Swi6p;SEC62;+;Doc;SWI6
Cbf1p;SEC62;+;Doc;CBF1
Cst6p;SEC62;+;Doc;CST6
Tup1p;SEC62;+;Doc;TUP1
Ixr1p;SEC62;+;Doc;IXR1
Gcr1p;SEC62;+;Doc;GCR1
Gcn4p;SEC62;+;Doc;GCN4
Spt10p;SEC62;+;Doc;SPT10
Sfp1p;SEC62;+;Doc;SFP1
Hac1p;SEC62;+;Doc;HAC1
Pdr3p;NOG1;+;Doc;PDR3
Gcr2p;NOG1;+;Doc;GCR2
Rpn4p;NOG1;+;Doc;RPN4
Pdr1p;NOG1;+;Doc;PDR1
Yap1p;NOG1;+;Doc;YAP1
Met28p;NOG1;+;Doc;MET28
Met32p;NOG1;+;Doc;MET32
Msn2p;NOG1;+;Doc;MSN2
Cbf1p;NOG1;+;Doc;CBF1
Cst6p;NOG1;+;Doc;CST6
Stb5p;NOG1;+;Doc;STB5
Haa1p;NOG1;+;Doc;HAA1
Hap2p;NOG1;+;Doc;HAP2
Hfi1p;NOG1;+;Doc;HFI1
Swi4p;NOG1;+;Doc;SWI4
Fkh2p;NOG1;+;Doc;FKH2
Msn4p;NOG1;+;Doc;MSN4
Yrr1p;NOG1;+;Doc;YRR1
Spt10p;NOG1;+;Doc;SPT10
Sfp1p;NOG1;+;Doc;SFP1
Arg80p;NOG1;+;Doc;ARG80
Cup2p;NOG1;+;Doc;CUP2
Gat3p;NOG1;+;Doc;GAT3
Sok2p;NOG1;+;Doc;SOK2
Hsf1p;NOG1;+;Doc;HSF1
Mcm1p;NOG1;+;Doc;MCM1
Gat1p;NOG1;+;Doc;GAT1
Snf2p;NOG1;+;Doc;SNF2
Sut1p;NOG1;+;Doc;SUT1
Mac1p;NOG1;+;Doc;MAC1
Bas1p;SSU1;+;Doc;BAS1
Hap4p;SSU1;+;Doc;HAP4
Gcr2p;SSU1;+;Doc;GCR2
Rpn4p;SSU1;+;Doc;RPN4
Pdr1p;SSU1;+;Doc;PDR1
Met28p;SSU1;+;Doc;MET28
Met32p;SSU1;+;Doc;MET32
Ash1p;SSU1;+;Doc;ASH1
Sut2p;SSU1;+;Doc;SUT2
Swi6p;SSU1;+;Doc;SWI6
Cbf1p;SSU1;+;Doc;CBF1
Met31p;SSU1;+;Doc;MET31
Cst6p;SSU1;+;Doc;CST6
Tup1p;SSU1;+;Doc;TUP1
Ace2p;SSU1;+;Doc;ACE2
Gal4p;SSU1;+;Doc;GAL4
Hms1p;SSU1;+;Doc;HMS1
Pip2p;SSU1;+;Doc;PIP2
Put3p;SSU1;+;Doc;PUT3
Rds2p;SSU1;+;Doc;RDS2
Rgt1p;SSU1;+;Doc;RGT1
Spt3p;SSU1;+;Doc;SPT3
Stb5p;SSU1;+;Doc;STB5
Thi2p;SSU1;+;Doc;THI2
Tye7p;SSU1;+;Doc;TYE7
Fkh1p;SSU1;+;Doc;FKH1
Ixr1p;SSU1;+;Doc;IXR1
Tec1p;SSU1;+;Doc;TEC1
Adr1p;SSU1;+;Doc;ADR1
Hap2p;SSU1;+;Doc;HAP2
Hog1p;SSU1;+;Doc;HOG1
Mot3p;SSU1;+;Doc;MOT3
Rtg3p;SSU1;+;Doc;RTG3
Hfi1p;SSU1;+;Doc;HFI1
Gcn4p;SSU1;+;Doc;GCN4
Skn7p;SSU1;+;Doc;SKN7
Yrr1p;SSU1;+;Doc;YRR1
Rme1p;SSU1;+;Doc;RME1
Stp1p;SSU1;+;Doc;STP1
Stp2p;SSU1;+;Doc;STP2
Sfp1p;SSU1;+;Doc;SFP1
Mga2p;SSU1;+;Doc;MGA2
Pho2p;SSU1;+;Doc;PHO2
Aca1p;SSU1;+;Doc;ACA1
Phd1p;SSU1;+;Doc;PHD1
Mcm1p;SSU1;+;Doc;MCM1
Rap1p;SSU1;+;Doc;RAP1
Abf1p;SSU1;+;Doc;ABF1
Gzf3p;SSU1;+;Doc;GZF3
Gat1p;SSU1;+;Doc;GAT1
Cin5p;SSU1;+;Doc;CIN5
Hac1p;SSU1;+;Doc;HAC1
Hal9p;SSU1;+;Doc;HAL9
Sut1p;SSU1;+;Doc;SUT1
Gln3p;SSU1;+;Doc;GLN3
Kar4p;SSU1;+;Doc;KAR4
Hcm1p;SSU1;+;Doc;HCM1
Ime1p;SSU1;+;Doc;IME1
Pul4p;SSU1;+;Doc;PUL4
Oaf3p;SSU1;+;Doc;OAF3
Rox1p;SSU1;+;Doc;ROX1
Sko1p;SSU1;+;Doc;SKO1
Fzf1p;SSU1;+;Doc;FZF1
Com2p;SSU1;+;Doc;COM2
Swi5p;SSU1;+;Doc;SWI5
Rds1p;SSU1;+;Doc;RDS1
Bas1p;GLR1;+;Doc;BAS1
Pdr3p;GLR1;+;Doc;PDR3
Rpn4p;GLR1;+;Doc;RPN4
Pdr1p;GLR1;+;Doc;PDR1
Yap1p;GLR1;+;Doc;YAP1
Met28p;GLR1;+;Doc;MET28
Met32p;GLR1;+;Doc;MET32
Ecm22p;GLR1;+;Doc;ECM22
Rim101p;GLR1;+;Doc;RIM101
Swi6p;GLR1;+;Doc;SWI6
Rph1p;GLR1;+;Doc;RPH1
Cbf1p;GLR1;+;Doc;CBF1
Cst6p;GLR1;+;Doc;CST6
Hms1p;GLR1;+;Doc;HMS1
Aft1p;GLR1;+;Doc;AFT1
Ino2p;GLR1;+;Doc;INO2
Rfx1p;GLR1;+;Doc;RFX1
Adr1p;GLR1;+;Doc;ADR1
Hog1p;GLR1;+;Doc;HOG1
Rtg3p;GLR1;+;Doc;RTG3
Uga3p;GLR1;+;Doc;UGA3
Fkh2p;GLR1;+;Doc;FKH2
Mth1p;GLR1;+;Doc;MTH1
Spt10p;GLR1;+;Doc;SPT10
Stp1p;GLR1;+;Doc;STP1
Pho2p;GLR1;+;Doc;PHO2
Abf1p;GLR1;+;Doc;ABF1
Pho4p;GLR1;+;Doc;PHO4
Upc2p;GLR1;+;Doc;UPC2
Com2p;GLR1;+;Doc;COM2
Pdr3p;VPS68;+;Doc;PDR3
Rpn4p;VPS68;+;Doc;RPN4
Pdr1p;VPS68;+;Doc;PDR1
Yap1p;VPS68;+;Doc;YAP1
Met32p;VPS68;+;Doc;MET32
Rph1p;VPS68;+;Doc;RPH1
Sum1p;VPS68;+;Doc;SUM1
Bas1p;RPL25;+;Doc;BAS1
Pdr3p;RPL25;+;Doc;PDR3
Yap1p;RPL25;+;Doc;YAP1
Met28p;RPL25;+;Doc;MET28
Met32p;RPL25;+;Doc;MET32
Msn2p;RPL25;+;Doc;MSN2
Mss11p;RPL25;+;Doc;MSS11
Cbf1p;RPL25;+;Doc;CBF1
Met31p;RPL25;+;Doc;MET31
Cst6p;RPL25;+;Doc;CST6
Ixr1p;RPL25;+;Doc;IXR1
Gcr1p;RPL25;+;Doc;GCR1
Hfi1p;RPL25;+;Doc;HFI1
Msn4p;RPL25;+;Doc;MSN4
Skn7p;RPL25;+;Doc;SKN7
Spt10p;RPL25;+;Doc;SPT10
Sfp1p;RPL25;+;Doc;SFP1
Mga2p;RPL25;+;Doc;MGA2
Mig3p;RPL25;+;Doc;MIG3
Rap1p;RPL25;+;Doc;RAP1
Pho4p;RPL25;+;Doc;PHO4
Fhl1p;RPL25;+;Doc;FHL1
Met4p;RPL25;+;Doc;MET4
Ifh1p;RPL25;+;Doc;IFH1
Bas1p;MDH2;+;Doc;BAS1
Hap4p;MDH2;+;Doc;HAP4
Pdr3p;MDH2;+;Doc;PDR3
Rpn4p;MDH2;+;Doc;RPN4
Pdr1p;MDH2;+;Doc;PDR1
Yap1p;MDH2;+;Doc;YAP1
Msn2p;MDH2;+;Doc;MSN2
Rim101p;MDH2;+;Doc;RIM101
Met31p;MDH2;+;Doc;MET31
Tup1p;MDH2;+;Doc;TUP1
Gal4p;MDH2;+;Doc;GAL4
